Gene	Num_samples_lcl	AR_lcl	AR_adj_lcl	AR_pval_lcl	AR_pval_adj_lcl	sig_AR_lcl	deltaEx_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	x_adj_pval_LCL	AR_outside_dEx_CI.x	dEx_vs_AR_pval.x	dEx_vs_AR_pval_adj.x	dEx_sig_diff_AR_t_test.x	off_diag.x	Num_samples_fib	AR_fib	AR_adj_fib	AR_pval_fib	AR_pval_adj_fib	sig_AR_fib	deltaEx_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	x_adj_pval_Fib	AR_outside_dEx_CI.y	dEx_vs_AR_pval.y	dEx_vs_AR_pval_adj.y	dEx_sig_diff_AR_t_test.y	off_diag.y	gene_name.84	Balaton.consensus.calls	Carrel_hybrids	Cotton_AR	Cotton_95ci_lo	Cotton_Esc_myCall	Tuk_skew_padj	Tuk_SC_inf_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	num_inf_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_AR_p.adj	Sauteraud_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	num_studies_Subject	Final_XCI_Call	Diff_from_Balaton
FMR1	6	0.172406134245742	0.0196266462089247	0.181608733824561	0.207083612104648	N	-0.0393988654215117	-0.0690021697964373	-0.00979556104658616	0.0326968156184744	Y	0.0298439449299495	0.0953110616201074	Y	Y	5	0.173061404746736	0.0143303306403737	0.130613958313265	0.204530709000901	N	0.0179162077946927	-0.0193900694013316	0.055222484990717	0.598595143135993	N	0.759996387946716	0.813808685421301	N	N	FMR1	S	0.11	0.00265416666666667	-0.002548	Subject	NA	NA	NA	NA	NA	4	0.25	0.0283725578161206	Subject	0.0183500125147582	0.189590184893871	Subject	0.0164589123325152	3	0	3	Subject	FALSE
FOXO4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FOXO4	VE	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Escape	FALSE
FTSJ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FTSJ1	S	0	0.0102576923076923	-0.000192501135187564	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0129366174755232	0.362000023718271	Subject	0.0115971548916078	2	0	2	Subject	FALSE
FTX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FTX	S	0	0.0508030303030303	0.0244288431697163	Subject	NA	NA	NA	NA	NA	5	0.2	0.0694802222787805	Subject	NA	NA	NA	0.0601416262909054	2	0	2	Subject	FALSE
FUNDC1	3	0.316187116376761	0.205719145516015	0.0918098395252128	0.150642783578805	N	0.265901869348854	0.226258181555746	0.305545557141963	2.48286732874794e-24	Y	0.617841057900411	0.691066664762682	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FUNDC1	E	0.89	0.459527586206896	0.413523227551274	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.202334884730448	4.19546197667329e-05	Escape	0.330931235468672	2	2	0	Escape	FALSE
FUNDC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FUNDC2	S	0	0.0312366666666667	0.00415656678435146	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0312366666666667	1	0	1	Subject	FALSE
G6PD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.204840970437171	0.0181969364957065	0.147388365363525	0.211324865405187	N	-0.0327989529735524	-0.0869302307107994	0.0213323247636945	0.492508161950856	N	0.0587336927859395	0.118462871890285	N	N	G6PD	S	0	0.00692	-0.000972445914079276	Subject	NA	2	0	0	Subject	NA	NA	NA	NA	0.0117915949226944	0.12063875722559	Subject	0.0062371983075648	3	0	3	Subject	FALSE
GABRE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.259552419416017	0.0851035833115562	0.0994933848189712	0.185263544145671	N	-0.118232663597151	-0.263675721184271	0.0272103939899677	0.283819009154228	Y	0.0294298845760931	0.0782776236657619	Y	N	GABRE	S	0	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0.00375484580190094	Subject	NA	NA	NA	0.00375484580190094	1	0	1	Subject	FALSE
GDI1	5	0.181127744427871	0.0284819293340968	0.0994585886680215	0.150758281770475	N	-0.0308535436671664	-0.0547919234620539	-0.00691516387227893	0.0401276592649863	Y	0.0327863061512542	0.0955149942625789	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GDI1	S	0	NA	NA	NA	1	1	0	0.00140449438202247	Subject	NA	NA	NA	NA	0.00837334278935922	0.0244071774580539	Subject	0.00488891858569085	2	0	2	Subject	FALSE
GEMIN8	8	0.275102048131309	0.222110207667481	0.0142541517197198	0.0513149461909914	N	0.115026473587142	0.0639116725146991	0.166141274659586	0.000120261892733078	Y	0.226538835111419	0.308174451367786	N	N	3	0.473901098901099	0.30664998991486	0.0458184554649425	0.130220873426679	N	0.481067173957798	0.377299451256829	0.584834896658766	3.69403570511251e-15	Y	0.222705751463405	0.297775105889272	N	N	GEMIN8	Mostly E	1	0.097004	0.0477541743718931	Subject	NA	NA	NA	NA	NA	3	0.666666666666667	0.243313793573352	Escape	NA	NA	NA	0.170158896786676	2	1	1	Escape	FALSE
GK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GK	S	0	0.0357333333333333	0.0132964368645363	Subject	NA	NA	NA	NA	NA	3	0	0.00215392082054988	Subject	0.0100379035323684	0.705687267140557	Subject	0.0159750525620839	3	0	3	Subject	FALSE
GLA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GLA	S	0.22	0.0955363636363636	0.0250135725013385	Subject	1	2	0	0	Subject	NA	NA	NA	NA	NA	NA	NA	0.0477681818181818	2	0	2	Subject	FALSE
GNL3L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GNL3L	Mostly S	0	0.00902068965517241	0.00170601024148044	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00902068965517241	1	0	1	Subject	FALSE
GPC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPC4	Mostly S	0.22	0.097224	0.0405557072225723	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097224	1	0	1	Subject	FALSE
GPKOW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPKOW	Mostly S	0	0.0603428571428571	-0.017799206628594	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127667580454332	0.505865507512059	Subject	0.0365548075941452	2	0	2	Subject	FALSE
GPR173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPR173	Mostly S	0	0.2057	0.148789822024157	Escape	NA	NA	NA	NA	NA	3	0.333333333333333	0.0621995619799458	Subject	NA	NA	NA	0.133949780989973	2	1	1	Escape	TRUE
GPR174	12	0.240707488139456	0.111684242342206	0.0176764103168205	0.0591954205958639	N	0.574802143325673	0.320637879703286	0.82896640694806	1.47135125895169e-07	Y	7.81928268378106e-07	1.18071168525094e-05	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPR174	VE	NA	0.148606896551724	0.0973035612905278	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163224650983679	0.000624634665465615	Escape	0.155915773767702	2	2	0	Escape	FALSE
GPRASP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPRASP1	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	TRUE
GPRASP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPRASP2	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
GRIA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.234516537371673	0.0537016264722378	0.195501109477885	0.211324865405187	N	0.0367323029676784	-0.0892301420941127	0.162694748029469	0.7852505161637	N	0.772716728649833	0.813808685421301	N	N	GRIA3	Mostly S	NA	0.122587037037037	0.0882534346942905	Escape	NA	NA	NA	NA	NA	5	0	0.00468069073915633	Subject	NA	NA	NA	0.0636338638880967	2	1	1	Subject	FALSE
GRIPAP1	4	0.177847812833993	0.0257106111942616	0.142115466902224	0.182719886017145	N	0.00321296661746081	-0.0198675061033815	0.0262934393383031	0.868953857491244	N	0.337694862548078	0.428503565082015	N	N	3	0.182405029442784	0.0146992515105058	0.211324865405187	0.211324865405187	N	-0.105992129501677	-0.143103556243104	-0.0688807027602494	1.86289828685843e-06	Y	0.0145112176691487	0.0507892618420205	Y	Y	GRIPAP1	S	0.11	0.01064	0.00040631226050581	Subject	1	2	0	0	Subject	3	0	0.019841188412886	Subject	0.053545985686527	0.00898190352031116	Escape	0.0210067935248533	4	1	3	Subject	FALSE
GRPR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRPR	Mostly VE	0.66	0.151291304347826	0.0919466576601917	Escape	NA	NA	NA	NA	NA	2	0	0.00376623393098163	Subject	NA	NA	NA	0.0775287691394039	2	1	1	Subject	TRUE
GSPT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSPT2	S	0	NA	NA	NA	1	1	0	0	Subject	NA	NA	NA	NA	0.0105373470446682	0.681738495619695	Subject	0.0052686735223341	2	0	2	Subject	FALSE
GTPBP6	11	0.860084237316422	0.825818557590979	1.47009020912745e-11	4.23385980228704e-10	Y	0.962403510970813	0.70778559477985	1.21702142716177	9.02009080245072e-30	N	0.000454971810195779	0.00404122019644486	Y	N	3	0.838897699471043	0.815768566684392	0.00252986925076377	0.0210173753140375	Y	0.669791283176611	0.478483299380272	0.86109926697295	2.72922672455563e-12	N	0.129096875734331	0.221182596296735	N	N	GTPBP6	PAR	1	0.56965	0.453228445311875	Escape	4.59688990468017e-39	1	1	0.662860576923077	Escape	4	1	0.483826790233927	Escape	0.621948462141462	2.2519438005059e-27	Escape	0.584571457324617	4	4	0	Escape	FALSE
GYG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.352678571428572	0.142089893706493	0.191770351992551	0.211324865405187	N	0.194636786484506	-0.0162037416154273	0.40547731458444	0.197662127037056	N	0.721888130564514	0.781831667445648	N	N	GYG2	Mostly E	1	NA	NA	NA	NA	NA	NA	NA	NA	2	0.5	0.127801610574119	Escape	NA	NA	NA	0.127801610574119	1	1	0	Escape	FALSE
HAUS7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HAUS7	S	NA	0.01353125	0.00194318882113662	Subject	NA	NA	NA	NA	NA	2	0	0.00217084293844005	Subject	0.0142479279924673	0.826809674353044	Subject	0.00998334031030245	3	0	3	Subject	FALSE
HCCS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCCS	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0622079545007604	0.247629730784251	Subject	0.0622079545007604	1	0	1	Subject	FALSE
HCFC1	8	0.182740769812075	0.0584475106980087	0.0480392037074602	0.117214532495682	N	0.0503766348994185	0.0136010186738307	0.0871522511250062	0.0274408475987763	N	0.798367202179969	0.837176718952606	N	N	5	0.318834109277058	0.179498325492542	0.0239678248374948	0.0835008091112722	N	-0.00189797788617145	-0.0882246623454391	0.0844287065730962	0.98573814181576	Y	0.0465092473611065	0.100629098835849	N	N	HCFC1	Mostly VE	0.66	0.111096	0.0779488775962035	Escape	1	2	0.5	0.065359477124183	Escape	NA	NA	NA	NA	0.0700546627203186	3.62136084583271e-09	Escape	0.0821700466148339	3	3	0	Escape	FALSE
HDAC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HDAC6	Mostly S	0	0.0248555555555556	0.00675981485403792	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0248555555555556	1	0	1	Subject	FALSE
HDAC8	4	0.207219251336899	0.0687836753410525	0.0966009791157462	0.150642783578805	N	0.0238856702166232	-0.00224390606941153	0.0500152465026579	0.160842890855032	Y	0.355018769274328	0.439408476724782	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HDAC8	S	0.22	0.010045	-0.000661247593692006	Subject	NA	2	0	0	Subject	2	0	0.000944279967739159	Subject	0.0117317204518923	0.743097147014258	Subject	0.00568025010490786	4	0	4	Subject	FALSE
HDX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HDX	S	NA	0.03853	0.00831426523737792	Subject	NA	NA	NA	NA	NA	3	0	0.00255889825746417	Subject	NA	NA	NA	0.0205444491287321	2	0	2	Subject	FALSE
HEPH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.227075099884117	0.0369959375982767	0.0948833467841521	0.180083373656116	N	-0.118329913188172	-0.271273366483192	0.0346135401068486	0.317698700645137	Y	0.00576672254591635	0.0245085708201445	Y	N	HEPH	S	NA	0.105767741935484	0.0519872021926198	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.105767741935484	1	1	0	Escape	TRUE
HMGB3	7	0.244303513788808	0.0773906071521683	0.0368250116879585	0.101976955443577	N	-0.0135829519742871	-0.0536477121266592	0.026481808178085	0.647468771479776	Y	0.0438420858010213	0.105379529229713	N	N	3	0.229305094130676	0.014677481653148	0.211324865405187	0.211324865405187	N	0.0578883952641506	-0.0856574992131251	0.201434289741426	0.68045258887598	N	0.0986060108013586	0.183345551333776	N	N	HMGB3	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00266571231098791	0.999999999967311	Subject	0.00266571231098791	1	0	1	Subject	FALSE
HMGN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HMGN5	Discordant	NA	0.195225	0.0685274981737998	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0186990279410722	0.604615415918487	Subject	0.106962013970536	2	1	1	Escape	FALSE
HNRNPH2	3	0.188710215770503	0.00475391498881433	0.211324865405187	0.211324865405187	N	0.00688068701859279	-0.0239942720149196	0.0377556460521052	0.776290611864004	N	0.698391111909407	0.758658641986652	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HNRNPH2	S	0	0	0	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0143449343572177	0.220381882925012	Subject	0.00717246717860885	2	0	2	Subject	FALSE
HPRT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HPRT1	S	0.2	0.008725	-0.0038337837506781	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008725	1	0	1	Subject	FALSE
HSD17B10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HSD17B10	Mostly S	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
HTATSF1	5	0.161561670910512	0	NA	NA	N	-0.00847936374696284	-0.0404452407384917	0.023486513244566	0.728143918510156	N	0	0	Y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HTATSF1	S	0	0.0146444444444444	-0.00175767434521573	Subject	NA	NA	NA	NA	NA	3	0	0.00150711686634875	Subject	0.00828948719524426	0.0680574198802139	Subject	0.00814701616867915	3	0	3	Subject	FALSE
HUWE1	5	0.188148240979416	0.00744056512710844	0.146576986537344	0.184138776168546	N	0.0281362667760879	-0.0113463459359648	0.0676188794881405	0.281311438286844	N	0.028213878852603	0.0946732379276233	Y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HUWE1	Mostly S	0.11	0.024982	0.00819834250473395	Subject	1	1	0	0	Subject	3	1	0.115326744532847	Escape	0.0321576639356811	0.00316259581483584	Escape	0.043116602117132	4	2	2	Escape	TRUE
IDH3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IDH3G	S	0	0.0154958333333333	0.00272130982259805	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00275720877901001	0.654878729925933	Subject	0.00912652105617167	2	0	2	Subject	FALSE
IDS	5	0.158811452329417	0.0107089315008578	0.186950483150029	0.207083612104648	N	-0.0261977627061428	-0.0673099170293928	0.0149143916171072	0.336804225184556	N	0.026141572109035	0.0917994741503322	Y	N	8	0.183707363780466	0.0105225174043216	0.0203318754629175	0.073194751666503	N	0.0345624052051966	-0.0369710831705255	0.106095893580919	0.598325483988875	N	0.000717283765460246	0.00406460800427473	Y	N	IDS	S	0	0.0300106382978723	0.0126468479734605	Subject	1	2	0	0.0123093681917211	Subject	5	0	0.00359574388377086	Subject	0.0143595787110129	9.23893324459466e-05	Escape	0.0150688322710943	4	1	3	Subject	FALSE
IGBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IGBP1	Mostly S	0	0.00873181818181818	-0.000940530698340356	Subject	NA	NA	NA	NA	NA	3	0	0.00167865621506946	Subject	0.022712625383897	0.210478009362014	Subject	0.0110410332602615	3	0	3	Subject	FALSE
IKBKG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IKBKG	Mostly S	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Escape	TRUE
IL13RA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IL13RA1	Mostly S	0	0.108207142857143	0.0468860289403197	Escape	NA	NA	NA	NA	NA	2	0	0.0018468475998823	Subject	NA	NA	NA	0.0550269952285126	2	1	1	Subject	FALSE
IL13RA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IL13RA2	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
IL2RG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IL2RG	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
IL3RA	11	0.686948591394524	0.641005356076657	1.51600944607092e-07	1.67927200180164e-06	Y	0.701941180031532	0.245651521573843	1.15823083848922	5.24903007655807e-05	N	0.282346643627135	0.367537441273253	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IL3RA	PAR	NA	0.70817	0.647516034883413	Escape	2.48289936483073e-30	1	1	0.416387959866221	Escape	2	0.5	0.240723907027021	Escape	0.589905719434271	1.40057816400371e-06	Escape	0.488796896581878	4	4	0	Escape	FALSE
IL9R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IL9R	S	NA	0.0933952380952381	0.0302696200337534	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0933952380952381	1	0	1	Subject	FALSE
INTS6L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DDX26B	S	0	0.0111676470588235	0.000346354547026329	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019616364478018	0.0355852701032598	Subject	0.0153920057684208	2	0	2	Subject	FALSE
IQSEC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IQSEC2	Mostly E	1	0.102095238095238	0.057338106810188	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.102095238095238	1	1	0	Escape	FALSE
IRAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IRAK1	Mostly S	0.11	NA	NA	NA	1	1	0	0	Subject	2	0	0.00121092559624048	Subject	0.018472057338422	0.0263404746605156	Subject	0.00656099431155416	3	0	3	Subject	FALSE
ITM2A	7	0.275807517087712	0.0987068514022596	0.0150813738499863	0.0521984266106174	N	0.0967326399132457	-0.0013805844835473	0.194845864310039	0.122452946137774	N	0.956779280326304	0.956779280326304	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITM2A	Discordant	0.56	0.0482222222222222	-0.0388119167155646	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0236958132506868	0.0572538391607899	Subject	0.0359590177364545	2	0	2	Subject	TRUE
JADE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JADE3	Mostly S	0	0.139807317073171	0.0838234793568849	Escape	NA	NA	NA	NA	NA	2	0	0.0102934195736319	Subject	NA	NA	NA	0.0750503683234014	2	1	1	Subject	FALSE
JPX	5	0.467467815408992	0.430432589940248	0.00521576854847609	0.0220903138523693	Y	0.689147807923106	0.624107990428639	0.754187625417573	3.7515085976755e-52	Y	0.0522401537013827	0.111102298717025	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JPX	E	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Escape	FALSE
KANTR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KANTR	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
KCND1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KCND1	Mostly S	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
KDM5C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KDM5C	Mostly E	1	0.481457692307692	0.336516502968048	Escape	NA	NA	NA	NA	NA	2	1	0.586027606298243	Escape	0.60915429601606	0.00011992558767761	Escape	0.558879864873998	3	3	0	Escape	FALSE
KDM6A	8	0.83605765690435	0.8143947316368	5.73202912647648e-07	5.15882621382883e-06	Y	0.828883462023133	0.729127936680995	0.928638987365271	1.10204656347431e-48	N	0.791293907061725	0.835562097666577	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KDM6A	Mostly E	1	0.491411666666667	0.402005309562536	Escape	NA	NA	NA	NA	NA	5	1	0.201646164381332	Escape	0.675508211264957	2.86902862648984e-18	Escape	0.456188680770985	3	3	0	Escape	FALSE
KIF4A	3	0.149902516838001	0.022610807366064	0.197334474871507	0.211324865405187	N	-0.00111749342376908	-0.0335789613609058	0.0313439745133676	0.962523276925616	N	0.376221908412435	0.454476065362222	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KIF4A	S	0.11	0.0223428571428571	0.0112822792279485	Subject	NA	NA	NA	NA	NA	3	0	0.00322405942624582	Subject	0.0448515481038389	0.293704735497684	Subject	0.0234728215576473	3	0	3	Subject	FALSE
KLF8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KLF8	S	0	0.0486392857142857	0.0140372123986484	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0486392857142857	1	0	1	Subject	FALSE
